make,model,variant,yearFrom,bodyType,engineFuelType,engineDisplacement,enginePowerBhp,engineTorqueNm,seats,bootLitres,fuelEconomyCombinedL100
Maruti Suzuki,Swift,VXI,2024,Hatchback,Petrol,1197,89,113,5,268,4.5
